id,articleType,review_status,proposed_action,reason,review_method
910627,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910628,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910629,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910630,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910631,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910632,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910633,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910634,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910635,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910636,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910637,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910638,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910639,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910640,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910641,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910642,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910643,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910644,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910645,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910646,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910647,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910648,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910649,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910650,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910651,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910652,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910653,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910654,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910655,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910656,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910657,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910658,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910659,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910660,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910661,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910662,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910663,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910664,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910665,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910666,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910667,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910668,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910669,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910670,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910671,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910672,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910673,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910674,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910675,Lip Liner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910676,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910677,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910678,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910679,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910680,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910681,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910682,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910683,Lip Liner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910684,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910685,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910686,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910687,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910688,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910689,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910690,Lip Liner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910691,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910692,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910693,Lip Liner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910694,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910695,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910696,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910697,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910698,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910699,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
